,name,price,Original_price,star,reviews,sold,stock,seller,seller_link,seller_from,category,brand,description,link
17,Mouse Wireless Genius NX7000,100.000,,,,0,Kuantitastersisa 25 buah,elevenkom,https://id.xiapibuy.com/elevenkom,"KOTA JAMBI - PASAR JAMBI, JAMBI, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"features:
– 2.4Ghz wireless mouse
– 1200 dpi BlueEye sensor for smooth movement control
– universal USB Pico receiver
– power switch extends battery life
– contoured shape great for either hand",https://id.xiapibuy.com//Mouse-Wireless-Genius-NX7000-i.78716240.4932863760
18,★★★ L6H Genius Paketan Keyboard Mouse PS2 KB-C100 ❈ ¿,177.000,,,,0,Kuantitastersisa 130 buah,elihaindo,https://id.xiapibuy.com/elihaindo,"KOTA JAKARTA PUSAT - TANAH ABANG, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"★★★★
 Genius Paketan Keyboard Mouse Ps2 Kb-C100 - PS2 connection
- Cable length 1.5 m
- Support : Windows,Vista
* Resolution(dpi) : 800 dpi
* Connection Port : PS2
* Color : Black
* OS : Windows 7, 8, 8.1, 10
* Sensor Engine : Optical
* Cable length : 1.5m
* Buttons : Three buttons (left, middle button with scroll wheel, right)
* Both Handed : YES
Sebelum melakukan pengiriman kami memastikan kondisi produk dalam kondisi baru dan tidak ada rusak.
",https://id.xiapibuy.com//★★★-L6H-Genius-Paketan-Keyboard-Mouse-PS2-KB-C100-❈-¿-i.200389176.4927480480
19,Keyboard Numeric Genius KeyPad 001 USB,,,,,0,Kuantitastersisa 0 buah,indomediakomputer,https://id.xiapibuy.com/indomediakomputer,"KAB. SLEMAN - MLATI, DI YOGYAKARTA, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"KeyPad 001 adalah numeric key pad USB dari Genius, sangat ideal untuk digunakan di rumah atau kantor. Desainnya klasik ramping, mengetik lembut dan nyaman serta pelengkap yang sempurna untuk notebook yang bekerja pada spreadsheet, akuntansi atau aplikasi keuangan. Pemasangannya sangat mudah plug and play tidak diperlukan driver.

Kebutuhan Sistem :
Windows 7 / Vista / XP
Mac OX X10.4 or above
USB port",https://id.xiapibuy.com//Keyboard-Numeric-Genius-KeyPad-001-USB-i.41486473.4922969641
20,9W Mouse USB  Genius 120/MOUSE KABEL GENIUS 120/MOUSE WIRED GENIUS 120 ➫ ❉,64.000,,,,0,Kuantitastersisa 121 buah,pranataamarket,https://id.xiapibuy.com/pranataamarket,"KOTA JAKARTA UTARA - CILINCING, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"★★★
C Mouse Usb  Genius 120/Mouse Kabel Genius 120/Mouse Wired Genius 120 Jangan lupa selalu membaca Deskripsi penjual sebelum belanja di toko Gosend Acc

1.jam kerja operasional 08:00-18:00
2.Pengiriman setelah melakukan transaksi, jika order di atas jam 18:00 maka barang di kirim besok harinya .
5.jika sudah baca berati anda sudah meyetui 


Spesifikasi:

- Barang Baru 100%
- Resolusi 800 dpi
- Konektifitas USB, wired/kabel
- OS support Windows ME/2003/XP/Vista/7/8, Mac
- Kabel Tebal & Panjang
- Desain praktis dan nyaman di tangan

YUK Buruan di order 
Terimakasih telah belanja di Gosend Acc

Sebelum melakukan pengiriman kami memastikan kondisi barang dalam kondisi sempurna dan tidak ada kerusakan.
",https://id.xiapibuy.com//9W-Mouse-USB-Genius-120-MOUSE-KABEL-GENIUS-120-MOUSE-WIRED-GENIUS-120-➫-❉-i.186459456.4920320228
21,Mouse Usb Genius DX-125,80.000,,,,0,Kuantitastersisa 15 buah,logicstore.id,https://id.xiapibuy.com/logicstore.id,"KOTA PONTIANAK - PONTIANAK SELATAN, KALIMANTAN BARAT, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"System requirements

Windows 7, 8, 8.1, 10
Mac OS 10.7.4 or later
USB Port
Specifications

Sensor engine	Optical
Cable length	1.5m
Number of buttons	3 (left, right, middle button with scroll)
Colors	Black, White
Weight	85 g
Resolution (DPI)	1000
Dimensions (W x H x D)	105 x 37 x 60 mm
",https://id.xiapibuy.com//Mouse-Usb-Genius-DX-125-i.129049560.4918260477
22,KEYBOARD +MOUSE USB GENIUS MURAH,165.000,,,,0,Kuantitastersisa 20 buah,sabelkomputer,https://id.xiapibuy.com/sabelkomputer,"KOTA BANDUNG - KIARACONDONG, JAWA BARAT, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"KEYBOARD GENIUS KB-110
Keyboard Genius KB-110
-Input USB
-Water resistant
-Huruf keyboard awet
-Comfortable
-Tahan Pemakaian Jangka panjang
-High Respon Quality

Mouse genius
Specifications:
Dimension(W x H x D):105 x 65 x 36mm
Body weight:90g
Box:95 x 40 x 155mm

OS Support: Windows 7/Vista/XP or Mac OS X 10.4+
Port: USB cable
Resolution(dpi): 1200 dpi
Cordless: No
Buttons: Three buttons (left, middle button with scroll wheel, right)
Optical Sensor: YES",https://id.xiapibuy.com//KEYBOARD-MOUSE-USB-GENIUS-MURAH-i.98760478.4917001741
23,Genius NX 7015 Mouse Wirless,129.500,,,,0,Kuantitastersisa 100 buah,cinerecomputer,https://id.xiapibuy.com/cinerecomputer,"KOTA DEPOK - LIMO, JAWA BARAT, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Genius Mouse, NX-7015 powered by BlueEye sensor. The new technology allows for the wireless mouse to be used in any kind surface from glass to wood, sofa and even the carpet.

Specifications

RF Frequency : 2.4 GHz
Number of buttons : 3 (left, right, middle button with scroll)
Resolution (DPI) : 800 / 1200 / 1600
Sensor engine : BlueEye
Colors : Iron grey, chocolate, gold, rosy brown, silver
Weight : 57 g (includes receiver)
Dimensions : (W x H x D) 58 x 100 x 38.5 mm (2.28 x 3.94 x 1.52 inches)

#GeniusNx7015MouseWireless #MouseWireless #MouseGenius #Mouse #Genius",https://id.xiapibuy.com//Genius-NX-7015-Mouse-Wirless-i.57191995.4916400125
24,Mouse Genius NX-7015 Wireless,110.000,,,,0,Kuantitastersisa 5 buah,bintanglaptop,https://id.xiapibuy.com/bintanglaptop,"KAB. GRESIK - MANYAR, JAWA TIMUR, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"	
Mouse Genius NX-7010 Wireless


Spesifikasi :

Konektor : USB.
Frekuensi : 2.4GHz RF.
Resolusi : 800/1200/1600 dpi.
3 tombol : kiri, kanan, tombol tengah dengan scroll.
System requirements : Windows 7, 8, 10 atau lebih baru.
Dimensi body : 58 x 100 x 39mm.
Berat body : 57 gram


silahkan yang minat gan
terima kasih",https://id.xiapibuy.com//Mouse-Genius-NX-7015-Wireless-i.31366274.4906775027
25,Keyboard + Mouse Wireless Genius USB Slimstar 8000 ME Black,252.000,,,,0,Kuantitastersisa 100 buah,ryzencomputindo,https://id.xiapibuy.com/ryzencomputindo,"KOTA MEDAN - MEDAN KOTA, SUMATERA UTARA, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"Slim 2.4GHz Wireless Keyboard Combo SlimStar 8000
SlimStar 8000 is a brand new wireless combo from Genius that brings simplicity, fashion and elegance to your lifestyle. 
The anti-interference function offers reliable 2.4GHz transmission and longer operational distance. 
Control and convenience are at your fingertips with this comfortable full-size keyboard and 1200 dpi optical wireless mouse that provide great working efficiency and performance. 
The ultra-slim keycaps provide comfort when typing. 

Specifications:
- 2.4GHz anti-interference desktop combo
- Ultra-slim keyboard design, innovative keycaps
- For great tactile feedback
- Two hot keys for volume control
- 1200 dpi optical mouse sensor for smooth
- Movement control
",https://id.xiapibuy.com//Keyboard-Mouse-Wireless-Genius-USB-Slimstar-8000-ME-Black-i.138456252.4831832801
26,Mouse Genius USB,55.000,,,,0,Kuantitastersisa 5 buah,kharisma.computer,https://id.xiapibuy.com/kharisma.computer,"KOTA YOGYAKARTA - GONDOMANAN, DI YOGYAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Original Genius
USB
",https://id.xiapibuy.com//Mouse-Genius-USB-i.66873377.4831497230
27,・ LY Keyboard Genius USB ⁎,148.000,,,,0,Kuantitastersisa 127 buah,rikahgmulyo,https://id.xiapibuy.com/rikahgmulyo,"KOTA DEPOK - CIMANGGIS, JAWA BARAT, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"★★★★
 Keyboard Genius Usb Keyboard Genius USB 
Keyboard Pc Genius USB 
Keyboard Komputer Genius USB 

Selama barang masih ada postingannya berarti stock produk tersebut ready.
",https://id.xiapibuy.com//・-LY-Keyboard-Genius-USB-⁎-i.199791706.4827501145
28,★★ MP Keyboard Genius USB ✻,139.000,,,,0,Kuantitastersisa 196 buah,farhxmurah,https://id.xiapibuy.com/farhxmurah,"KOTA JAKARTA SELATAN - PANCORAN, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"★★★★
 Keyboard Genius Usb Keyboard Genius USB 
Keyboard Pc Genius USB 
Keyboard Komputer Genius USB 

Untuk pemesanan jika ada pilihan opsi warna dimohon untuk mencantumkan keterangan warna dan opsi jika warna kosong atau (Hubungi CS). Terima Kasih
",https://id.xiapibuy.com//★★-MP-Keyboard-Genius-USB-✻-i.187158320.4826881480
29,MOUSE GENIUS DX-120 USB ORIGINAL,55.000,,,,0,Kuantitastersisa 50 buah,asnstoresolo,https://id.xiapibuy.com/asnstoresolo,"KOTA SURAKARTA (SOLO) - LAWEYAN, JAWA TENGAH, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Specification:
System Requiretmet Windows 7/8 Vista, XP
*Support Mac
* Simple to set up and use
* Full size comfort, ambidextrous design
* High Resolution aptical engine for precision and accuracy ",https://id.xiapibuy.com//MOUSE-GENIUS-DX-120-USB-ORIGINAL-i.242558135.4825325761
30,[A938T] Mouse Genius DX-110,299.000,,,,0,Kuantitastersisa 26 buah,ralphasshop,https://id.xiapibuy.com/ralphasshop,"KOTA JAKARTA SELATAN - PASAR MINGGU, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Selamat Belanja

Tunggu apa lagi,, Barang Kita READY STOCK, bisa langsung di order.. atau silahkan chat CS untuk memastikan warna / ukuran / variasi yang di inginkan.


Mouse Genius DX-110 dengan kabel usb kualitas terbaik, cocok u/ pemakaian umum perkantoran, sekolah, maupun usaha. 


anyway untuk cek Barang Yang lain silahkan kunjungi etalase kami ya guys..
Selamat Berbelanja..!!! Cheers.!!! :)

*Pembayaran sebelum jam 5 sore dikirim dihari yg sama,
Setelah jam 5 sore dikirim esok harinya 😉
tanggal merah tidak ada pengiriman barang ya kak 😍",https://id.xiapibuy.com//-A938T-Mouse-Genius-DX-110-i.123380719.4819288250
